spatialFrequency, correlation, smoothCorrelation
0.0175285,0.0960741,0.0863587
0.0175515,0.116293,0.0853931
0.0175745,0.113172,0.0844262
0.0175975,0.0994682,0.0834562
0.0176205,0.108828,0.0824856
0.0176435,0.0912923,0.0815134
0.0176665,0.10722,0.0805409
0.0176895,0.116073,0.079568
0.0177126,0.0959074,0.0785955
0.0177356,0.0636433,0.077623
0.0177586,0.0593976,0.0766516
0.0177816,0.0814305,0.075682
0.0178046,0.0736295,0.074715
0.0178276,0.0694124,0.0737498
0.0178506,0.081259,0.0727876
0.0178736,0.0919956,0.0718294
0.0178966,0.0909311,0.0708754
0.0179196,0.086099,0.0699264
0.0179426,0.0849644,0.0689822
0.0179656,0.0999528,0.0680432
0.0179886,0.0974461,0.0671106
0.0180116,0.0937594,0.0661852
0.0180346,0.085685,0.0652659
0.0180576,0.0699509,0.0643548
0.0180806,0.0436092,0.0634513
0.0181036,0.0377577,0.0625562
0.0181266,0.0427204,0.0616693
0.0181496,0.0224906,0.0607924
0.0181726,0.0258075,0.0599247
0.0181956,0.0379885,0.0590665
0.0182186,0.032365,0.058218
0.0182416,0.0340856,0.0573801
0.0182646,0.0293776,0.0565533
0.0182876,0.0302752,0.0557371
0.0183106,0.0330419,0.0549316
0.0183336,0.063976,0.0541373
0.0183566,0.0706223,0.0533538
0.0183796,0.062456,0.0525829
0.0184026,0.068643,0.0518227
0.0184257,0.0669765,0.051075
0.0184487,0.0358011,0.0503392
0.0184717,0.00923962,0.0496145
0.0184947,-0.00368775,0.0489022
0.0185177,-0.00407373,0.0482025
0.0185407,0.00650155,0.0475143
0.0185637,0.0099544,0.0468382
0.0185867,0.0199919,0.046174
0.0186097,0.00750712,0.0455222
0.0186327,0.0127653,0.0448825
0.0186557,0.0270054,0.0442547
0.0186787,0.0441173,0.043639
0.0187017,0.0404283,0.0430344
0.0187247,0.0436017,0.0424427
0.0187477,0.0494376,0.0418618
0.0187707,0.0607996,0.0412931
0.0187937,0.0596772,0.0407355
0.0188167,0.0495876,0.0401886
0.0188397,0.0280127,0.0396535
0.0188627,0.0113256,0.0391289
0.0188857,0.0179137,0.0386149
0.0189087,0.0343913,0.0381117
0.0189317,0.0333372,0.037619
0.0189547,0.0136789,0.0371364
0.0189777,0.0208164,0.036664
0.0190007,0.0272857,0.0362015
0.0190237,0.0209859,0.0357495
0.0190467,0.00778301,0.035307
0.0190697,-0.00419486,0.0348742
0.0190927,-0.00504462,0.034451
0.0191158,-0.021564,0.0340372
0.0191388,-0.0232257,0.0336326
0.0191618,-0.0331815,0.033237
0.0191848,-0.0251898,0.0328504
0.0192078,0.00226687,0.0324725
0.0192308,0.0119189,0.0321035
0.0192538,0.0173683,0.0317428
0.0192768,0.00537203,0.0313905
0.0192998,-0.0172031,0.0310465
0.0193228,-0.0282896,0.0307105
0.0193458,-0.0392547,0.0303825
0.0193688,-0.0267203,0.0300621
0.0193918,0.00895712,0.0297493
0.0194148,0.033561,0.0294444
0.0194378,0.00700992,0.0291467
0.0194608,0.019283,0.0288566
0.0194838,0.0121441,0.0285738
0.0195068,0.000780146,0.0282983
0.0195298,-0.00843449,0.0280301
0.0195528,-0.0036473,0.0277691
0.0195758,0.000252864,0.0275157
0.0195988,-0.00615388,0.0272694
0.0196218,0.0249682,0.0270304
